0    0    96
0    40   95.7
0    80   93
0    100  88
0    120  76
0    180  74
40   0    96
40   40   96
40   80   94
40   100  88
40   120  81
40   180  76
80   0    94
80   40   91
80   80   91
80   100  88
80   120  83
80   180  75
100  0    89
100  40   87
100  80   79
100  100  79
100  120  76
100  180  77
120  0    78
120  40   80
120  80   81
120  100  82
120  120  75
120  180  74
180  0    81
180  40   79
180  80   77
180  100  76
180  120  75
180  180  70



